年月,房屋類型,地址,屋齡(年),格局,出售樓層/ 總樓層,建物坪數,土地坪數,車位坪數,每坪單價,成交總價
10402(實價),透天厝,嘉義市嘉義市仁愛路227巷1~30號,43.3,3房/1廳/2衛,1 /共2層,29.02,22.08,--,14.1萬,410萬
10402(實價),華廈,嘉義市嘉義市友愛路271~300號,22.8,0房/0廳/0衛,6 /共10層,29.87,0,--,2萬,60萬
10402(實價),華廈(含車位),嘉義市嘉義市友愛路149巷1~30號,22,3房/2廳/2衛,5 /共7層,46.32,7.64,--,7.3萬,336萬
10402(實價),華廈,嘉義市嘉義市永福三街1~30號,22.4,3房/2廳/2衛,4 /共7層,45.09,7.77,--,9.5萬,430萬
10402(實價),套房,嘉義市嘉義市小雅路181~210號,21.7,1房/1廳/1衛,4 /共16層,14.01,1.66,--,8.6萬,120萬
10402(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,178.48,--,30萬,5354萬
10402(實價),住宅大樓,嘉義市嘉義市世賢路一段511~540號,15.6,3房/2廳/2衛,4 /共14層,32.69,3.31,--,6.2萬,203萬
10402(實價),透天厝,嘉義市嘉義市徐州六街1~30號,29.5,4房/2廳/4衛,1 /共3層,58.27,53.85,--,36.2萬,2110萬
10402(實價),透天厝,嘉義市嘉義市軍輝路121~150號,21.2,9房/2廳/4衛,1 /共4層,76.33,29.65,--,15.7萬,1195萬
10402(實價),透天厝,嘉義市嘉義市民國路257巷1~30號,42.9,2房/1廳/1衛,1 /共2層,17.76,11.8,--,8.4萬,150萬
10402(實價),透天厝,嘉義市嘉義市民國路257巷1~30號,42.9,2房/1廳/1衛,1 /共2層,18.13,13.31,--,8.3萬,150萬
10402(實價),純土地,湖子內段湖內小段181~210地號,--,0房/0廳/0衛,0 /共0層,--,1479.83,--,2.8萬,4143萬
10402(實價),透天厝,嘉義市嘉義市保仁三街162巷1弄1~30號,41.3,3房/2廳/2衛,1 /共2層,19.24,19.36,--,12.7萬,245萬
10402(實價),純土地,堀川段1~30地號,--,0房/0廳/0衛,0 /共0層,--,11.5,--,4.2萬,48萬
10402(實價),純土地,下路頭段601~630地號,--,0房/0廳/0衛,0 /共0層,--,1.21,--,9.9萬,12萬
10402(實價),純土地,盧厝段241~270地號,--,0房/0廳/0衛,0 /共0層,--,20.57,--,1.3萬,27萬
10402(實價),套房,嘉義市嘉義市友愛路541~570號,19.6,1房/1廳/1衛,7 /共14層,11.35,0.82,--,6.2萬,70萬
10402(實價),套房,嘉義市嘉義市忠順一街1~30號,21.9,1房/1廳/1衛,4 /共8層,9.7,1.25,--,6.2萬,60萬
10402(實價),套房,嘉義市嘉義市忠順一街1~30號,21.9,1房/1廳/1衛,8 /共8層,9.17,1.23,--,6.5萬,60萬
10402(實價),套房,嘉義市嘉義市蘭井街151~180號,24.1,1房/1廳/1衛,4 /共6層,10.68,1.78,--,6.6萬,70萬
10402(實價),套房,嘉義市嘉義市忠順一街1~30號,21.9,1房/1廳/1衛,5 /共8層,11.22,1.57,--,6.2萬,70萬
10402(實價),套房,嘉義市嘉義市廣州街211~240號,20.9,1房/1廳/1衛,4 /共7層,12.03,3.87,--,13.3萬,160萬
10402(實價),透天厝,嘉義市嘉義市自強街84巷31~60號,37,3房/2廳/2衛,1 /共2層,30.96,22.99,--,6.3萬,196萬
10402(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,15.8,2房/1廳/1衛,10 /共14層,20.22,2.06,--,9.1萬,185萬
10402(實價),套房,嘉義市嘉義市重慶路361~390號,21.3,1房/0廳/1衛,4 /共7層,11.08,1.79,--,5.4萬,60萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市博東路151~180號,16.9,3房/2廳/2衛,17 /共22層,46.96,4.62,--,6.8萬,320萬
10402(實價),純土地,下路頭段121~150地號,--,0房/0廳/0衛,0 /共0層,--,6.96,--,10.8萬,75萬
10402(實價),純土地,下路頭段121~150地號,--,0房/0廳/0衛,0 /共0層,--,1.21,--,10.7萬,13萬
10401(實價),店面(店鋪),嘉義市嘉義市文化路271~300號,0,5房/4廳/7衛,1 /共5層,107.28,30.21,--,31.4萬,3365萬
10401(實價),透天厝,嘉義市嘉義市金龍街91~120號,0,5房/2廳/6衛,1 /共5層,104.5,61.13,--,27.8萬,2900萬
10401(實價),住宅大樓,嘉義市嘉義市新生路571~600號,19.3,3房/2廳/2衛,11 /共12層,42.42,5.75,--,10.6萬,450萬
10401(實價),華廈,嘉義市嘉義市北榮街121~150號,24,4房/2廳/3衛,5 /共7層,85.3,12.33,--,6.2萬,525萬
10401(實價),華廈,嘉義市嘉義市北榮街121~150號,24,5房/1廳/1衛,6 /共7層,85.3,98.62,--,5.1萬,435萬
10401(實價),透天厝,嘉義市嘉義市忠孝路781~810號,20.9,4房/3廳/3衛,1 /共3層,67.04,23.9,--,7.6萬,510萬
10401(實價),透天厝,嘉義市嘉義市德安路121~150號,9.7,5房/2廳/4衛,1 /共4層,66.5,30.55,--,19.9萬,1320萬
10401(實價),住宅大樓,嘉義市嘉義市世賢路三段211~240號,21.3,3房/1廳/2衛,6 /共12層,44.08,5.07,--,7.9萬,350萬
10401(實價),住宅大樓,嘉義市嘉義市保建街31~60號,21.6,3房/2廳/2衛,7 /共12層,36.81,6.2,--,9.2萬,338萬
10401(實價),住宅大樓,嘉義市嘉義市八德路301~330號,20.2,3房/2廳/2衛,5 /共16層,34.21,3.63,--,8.5萬,290萬
10401(實價),透天厝,嘉義市嘉義市文雅街1巷1~30號,10.7,5房/2廳/3衛,1 /共5層,75.1,36.91,--,29.3萬,2200萬
10401(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.4,2房/2廳/1衛,17 /共18層,25.08,1.88,--,9.8萬,245萬
10401(實價),透天厝,嘉義市嘉義市溪興街211~240號,32.1,4房/3廳/2衛,1 /共5層,58.77,20.18,--,6.1萬,360萬
10401(實價),公寓,嘉義市嘉義市林森東路451~480號,25.4,3房/2廳/3衛,1 /共5層,57.46,23.99,--,9.8萬,565萬
10401(實價),華廈,嘉義市嘉義市自強街195巷1~30號,24.2,4房/2廳/2衛,3 /共8層,41.26,6.23,--,9.4萬,388萬
10401(實價),透天厝,嘉義市嘉義市西門街181~210號,0.7,5房/3廳/4衛,1 /共4層,94.01,39.33,--,18.6萬,1750萬
10401(實價),透天厝,嘉義市嘉義市八德路271~300號,1,4房/3廳/3衛,1 /共3層,53,23.29,--,20.9萬,1108萬
10401(實價),透天厝,嘉義市嘉義市盧厝31~60號,14.6,4房/4廳/4衛,1 /共4層,112.66,101.08,--,15.3萬,1720萬
10401(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,13.61,--,12.4萬,168萬
10401(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,515.76,--,12.4萬,6385萬
10401(實價),純土地,竹圍子段1~30地號,--,0房/0廳/0衛,0 /共0層,--,585.34,--,9.1萬,5299萬
10401(實價),純土地,八掌段1~30地號,--,0房/0廳/0衛,0 /共0層,--,661.57,--,0.5萬,330萬
10401(實價),純土地,白川段31~60地號,--,0房/0廳/0衛,0 /共0層,--,58.99,--,29萬,1710萬
10401(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.3,3房/2廳/2衛,3 /共11層,39.47,5.64,--,7.1萬,280萬
10401(實價),透天厝,嘉義市嘉義市民族路511~540號,36.5,4房/2廳/2衛,1 /共4層,100.2,27.83,--,21萬,2100萬
10401(實價),華廈(含車位),嘉義市嘉義市永康二街1~30號,22.7,2房/1廳/1衛,3 /共7層,28.72,5.59,--,12.2萬,350萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市文雅街150巷1~30號,19.3,3房/2廳/2衛,10 /共13層,45.09,6.54,--,10.2萬,460萬
10401(實價),華廈,嘉義市嘉義市友愛路1~30號,21.6,2房/2廳/1衛,5 /共7層,28.04,4.73,--,7.1萬,200萬
10401(實價),透天厝,嘉義市嘉義市芳安路17巷31~60號,19.7,7房/1廳/4衛,1 /共3層,25.55,16.03,--,16.6萬,423萬
10401(實價),華廈,嘉義市嘉義市自強街195巷31~60號,24.2,3房/1廳/1衛,7 /共8層,27.16,4.04,--,6.8萬,185萬
10401(實價),純土地,劉厝段劉厝小段301~330地號,--,0房/0廳/0衛,0 /共0層,--,1130.14,--,2.3萬,2627萬
10401(實價),透天厝,嘉義市嘉義市信義路83巷31~60號,27.9,3房/2廳/2衛,1 /共2層,31.12,20.87,--,12.9萬,400萬
10401(實價),純土地,下路頭段601~630地號,--,0房/0廳/0衛,0 /共0層,--,35.09,--,9.4萬,330萬
10401(實價),公寓,嘉義市嘉義市中庄里臺斗街181~210號,30.6,3房/2廳/2衛,2 /共5層,33.01,9.24,--,7.6萬,250萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市忠孝路790之61~90號,19.3,3房/2廳/2衛,1 /共11層,35.11,5.08,--,10.3萬,360萬
10401(實價),透天厝,嘉義市嘉義市光彩街541~570號,0.6,13房/2廳/15衛,1 /共5層,141.43,34.79,--,24萬,3400萬
10401(實價),透天厝,嘉義市嘉義市光彩街541~570號,0.6,10房/2廳/12衛,1 /共5層,103.23,27.77,--,28.1萬,2900萬
10401(實價),純土地,何庄段661~690地號,--,0房/0廳/0衛,0 /共0層,--,801.63,--,1.4萬,1115萬
10401(實價),純土地,何庄段661~690地號,--,0房/0廳/0衛,0 /共0層,--,800.11,--,1.4萬,1115萬
10401(實價),華廈,嘉義市嘉義市嘉北街12巷31~60號,24.3,3房/1廳/1衛,5 /共7層,25.78,4.5,--,7.3萬,188萬
10401(實價),純土地,堀川段1~30地號,--,0房/0廳/0衛,0 /共0層,--,26.02,--,6.9萬,180萬
10401(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,34.18,--,23.4萬,800萬
10401(實價),純土地,大溪段511~540地號,--,0房/0廳/0衛,0 /共0層,--,418.2,--,4.5萬,1881萬
10401(實價),純土地,湖內段691~720地號,--,0房/0廳/0衛,0 /共0層,--,89.84,--,9萬,808萬
10401(實價),透天厝,嘉義市嘉義市維新路31~60號,41.1,3房/1廳/2衛,1 /共2層,38.53,26.32,--,31.1萬,1200萬
10401(實價),透天厝,嘉義市嘉義市自強街106巷31~60號,22.9,6房/1廳/5衛,1 /共4層,53.98,22.99,--,9.7萬,525萬
10401(實價),華廈(含車位),嘉義市嘉義市友孝路151~180號,20.7,3房/2廳/2衛,4 /共9層,40.36,4.42,--,9.9萬,400萬
10401(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,15.8,1房/1廳/1衛,9 /共14層,11.84,1.16,--,8.9萬,105萬
10401(實價),華廈,嘉義市嘉義市彌陀路238巷59弄1~30號,24.9,4房/2廳/2衛,2 /共7層,43.64,9.29,--,7.6萬,330萬
10401(實價),住宅大樓,嘉義市嘉義市玉山路240巷1~30號,20.5,3房/1廳/2衛,8 /共12層,32.35,3.03,--,6.2萬,200萬
10401(實價),純土地,元段五小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,18.76,--,14.9萬,280萬
10401(實價),透天厝,嘉義市嘉義市林森東路691巷259弄31~60號,46.8,0房/0廳/0衛,1 /共1層,19.72,32.67,--,18.2萬,359萬
10401(實價),透天厝,嘉義市嘉義市下埤里賢達路501巷1~30號,9.5,4房/2廳/3衛,1 /共3層,54.07,0,--,1.8萬,100萬
10401(實價),住宅大樓,嘉義市嘉義市八德路181~210號,21.1,3房/1廳/2衛,9 /共12層,37.97,4.77,--,8.7萬,330萬
10401(實價),華廈,嘉義市嘉義市文雅街116巷1~30號,18.6,4房/2廳/3衛,1 /共9層,57.48,9.37,--,9萬,520萬
10401(實價),純土地,劉厝段玉山小段91~120地號,--,0房/0廳/0衛,0 /共0層,--,53.09,--,16.8萬,890萬
10401(實價),純土地,北門段四小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,30.55,--,32.1萬,980萬
10401(實價),純土地,檜段四小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,6.35,--,15.7萬,100萬
10401(實價),住宅大樓,嘉義市嘉義市永福一街1~30號,20.1,3房/2廳/2衛,8 /共13層,44.28,5.35,--,10.1萬,449萬
10401(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,184.41,--,2.9萬,543萬
10401(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,184.41,--,2.7萬,503萬
10401(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,158.4,--,2.7萬,430萬
10401(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,368.82,--,2.7萬,1000萬
10401(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,184.41,--,2.7萬,503萬
10401(實價),住宅大樓,嘉義市嘉義市德惠街31~60號,20.7,1房/1廳/1衛,9 /共12層,15.17,1.23,--,9.2萬,140萬
10401(實價),純土地,溪厝段151~180地號,--,0房/0廳/0衛,0 /共0層,--,750.9,--,3萬,2252萬
10401(實價),透天厝,嘉義市嘉義市興中街121~150號,0.5,7房/1廳/7衛,1 /共5層,114.8,31.46,--,16.8萬,1930萬
10401(實價),透天厝,嘉義市嘉義市保安一路413巷31~60號,0.4,4房/2廳/3衛,1 /共4層,67.68,30.86,--,13.7萬,926萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市世賢路三段151~180號,21.3,3房/2廳/2衛,6 /共12層,74.35,1.85,--,3.7萬,275萬
10401(實價),透天厝,嘉義市嘉義市民樂街61~90號,40.8,2房/2廳/2衛,1 /共2層,33.63,19.36,--,18.9萬,635萬
10401(實價),透天厝,嘉義市嘉義市北港路256巷31~60號,36.2,3房/2廳/2衛,1 /共2層,29.33,25.41,--,6.2萬,182萬
10401(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.4,3房/2廳/1衛,5 /共18層,34.14,2.76,--,10.5萬,360萬
10401(實價),純土地,車店段車店小段1081~1110地號,--,0房/0廳/0衛,0 /共0層,--,36.6,--,18萬,658萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市博愛路二段151~180號,15.8,2房/1廳/1衛,5 /共14層,41.39,2.8,11.95,9.5萬,393萬
10401(實價),華廈(含車位),嘉義市長安街91~120號,21.3,3房/2廳/2衛,9 /共9層,38.83,6.51,--,7.6萬,295萬
10401(實價),透天厝,嘉義市嘉義市建成街75巷31~60號,35.8,3房/2廳/2衛,1 /共2層,23.65,17.85,--,14.8萬,350萬
10401(實價),華廈,嘉義市嘉義市南京路20巷31~60號,19.8,3房/2廳/2衛,5 /共10層,40.48,7.23,--,6.9萬,278萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,10.3,0房/0廳/0衛,3 /共14層,56.14,10.33,--,9.5萬,532萬
10401(實價),透天厝,嘉義市嘉義市劉厝路181~210號,5.7,4房/3廳/3衛,1 /共4層,71.11,33.22,--,18.8萬,1338萬
10401(實價),純土地,盧厝段241~270地號,--,0房/0廳/0衛,0 /共0層,--,27.23,--,28.1萬,765萬
10401(實價),透天厝,嘉義市嘉義市東洋新?1~30號,7.3,5房/2廳/4衛,1 /共4層,70.3,0,--,4.7萬,330萬
10401(實價),華廈,嘉義市嘉義市興村街1~30號,30.1,3房/2廳/1衛,2 /共7層,30.66,6.24,--,6萬,185萬
10401(實價),住宅大樓,嘉義市嘉義市保建街31~60號,21.6,3房/2廳/2衛,11 /共12層,34.3,5.79,--,11.4萬,390萬
10401(實價),套房,嘉義市嘉義市新榮路301~330號,21.1,1房/0廳/1衛,4 /共8層,11.9,1.19,--,8.5萬,101萬
10401(實價),套房,嘉義市嘉義市和平路271~300號,19.7,1房/0廳/1衛,4 /共9層,8.1,0.94,--,8.4萬,68萬
10401(實價),透天厝,嘉義市嘉義市彌陀路238巷33弄1~30號,36,4房/1廳/2衛,1 /共2層,40.05,31.46,--,14.5萬,580萬
10401(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.3,3房/2廳/2衛,8 /共11層,32.37,5.08,--,7.7萬,250萬
10401(實價),純土地,竹圍子段91~120地號,--,0房/0廳/0衛,0 /共0層,--,12.1,--,10萬,121萬
10401(實價),透天厝,嘉義市嘉義市建成街58巷1~30號,51.6,2房/1廳/1衛,1 /共1層,13.69,16.94,--,12.8萬,175萬
10401(實價),透天厝,嘉義市嘉義市大賢路31~60號,0.3,5房/2廳/5衛,1 /共4層,85.31,42.4,--,15.9萬,1360萬
10401(實價),純土地,大溪段211~240地號,--,0房/0廳/0衛,0 /共0層,--,1021.82,--,2.3萬,2375萬
10401(實價),純土地,溪厝段151~180地號,--,0房/0廳/0衛,0 /共0層,--,692.12,--,2.5萬,1764萬
10401(實價),透天厝,嘉義市嘉義市自治里10鄰蘭井街318巷1~30號,47,3房/1廳/1衛,1 /共2層,22.98,19.66,--,12.6萬,290萬
10401(實價),透天厝,嘉義市嘉義市軍輝路162巷1~30號,38.4,4房/3廳/2衛,1 /共2層,25.63,21.78,--,11.8萬,303萬
10401(實價),住宅大樓,嘉義市嘉義市福州七街61~90號,21.3,3房/2廳/2衛,5 /共12層,38.21,4.34,--,10.2萬,390萬
10401(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,21.6,3房/1廳/2衛,13 /共16層,25.03,4.25,--,9.9萬,248萬
10401(實價),住宅大樓,嘉義市嘉義市蘭井街331~360號,19.2,3房/2廳/2衛,3 /共16層,40.34,4.95,--,8.4萬,340萬
10401(實價),透天厝,嘉義市嘉義市大業街40巷1~30號,41.2,3房/2廳/2衛,1 /共2層,22.32,23.6,--,10.7萬,238萬
10401(實價),住宅大樓,嘉義市嘉義市仁愛路331~360號,19,2房/1廳/2衛,7 /共14層,28.7,2.86,--,8.8萬,252萬
10401(實價),透天厝,嘉義市嘉義市大雅路一段368巷66弄1~30號,19.1,4房/3廳/3衛,1 /共4層,94.75,39.41,--,6.7萬,635萬
10401(實價),套房,嘉義市嘉義市金龍街31~60號,21.1,1房/1廳/1衛,4 /共7層,18.56,3.76,--,8.4萬,155萬
10401(實價),華廈,嘉義市嘉義市中興路271巷1弄1~30號,21.5,3房/2廳/2衛,6 /共7層,47.58,8.53,--,8萬,380萬
10401(實價),華廈(含車位),嘉義市嘉義市南京路20巷31~60號,19.8,3房/2廳/2衛,3 /共10層,41.44,6.56,--,9.4萬,390萬
10401(實價),華廈,嘉義市嘉義市福州一街61~90號,22.1,1房/1廳/1衛,5 /共6層,15.71,3.29,--,8.5萬,133萬
10401(實價),透天厝,嘉義市嘉義市大雅路二段578巷1~30號,36.3,6房/2廳/3衛,1 /共2層,45.67,37.21,--,23.8萬,1089萬
10401(實價),華廈,嘉義市嘉義市建成街181~210號,23.5,1房/1廳/1衛,5 /共6層,12.86,2.6,--,7.9萬,102萬
10401(實價),透天厝,嘉義市嘉義市吳鳳南路37巷1~30號,41.3,4房/2廳/3衛,1 /共2層,36.83,66.25,--,32.6萬,1200萬
10401(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,11.08,--,3.2萬,35萬
10401(實價),透天厝,嘉義市嘉義市忠孝路798巷15弄1~30號,7,4房/2廳/3衛,1 /共3層,54.6,30.24,--,12.6萬,688萬
10401(實價),住宅大樓(含車位),嘉義市嘉義市泰山一街31~60號,20.1,3房/2廳/3衛,4 /共14層,57.92,6.91,--,7.7萬,446萬
10401(實價),住宅大樓,嘉義市嘉義市興雅路61~90號,20.2,14房/2廳/14衛,11 /共12層,153.39,13.12,--,9.8萬,1500萬
10401(實價),套房,嘉義市嘉義市彌陀路121~150號,18.8,1房/0廳/1衛,4 /共20層,15.17,0.99,--,3.3萬,50萬
10401(實價),純土地,埤子頭段331~360地號,--,0房/0廳/0衛,0 /共0層,--,13.25,--,5.9萬,77萬
10401(實價),純土地,港子坪段211~240地號,--,0房/0廳/0衛,0 /共0層,--,43.41,--,20萬,868萬
10401(實價),透天厝,嘉義市嘉義市林森東路163巷91~120號,9.5,3房/2廳/4衛,1 /共4層,73.19,27.23,--,12.4萬,910萬
10401(實價),華廈,嘉義市嘉義市北榮街151~180號,19.6,5房/1廳/2衛,2 /共6層,32.54,6.3,--,10.4萬,340萬
10401(實價),透天厝,嘉義市嘉義市文化路694巷1~30號,33.4,5房/1廳/2衛,1 /共2層,28.36,26.92,--,7.9萬,224萬
10401(實價),透天厝,嘉義市嘉義市福州一街1~30號,26.1,4房/3廳/4衛,1 /共4層,57.6,25.41,--,12.9萬,745萬
10401(實價),透天厝,嘉義市嘉義市東義路109巷16弄1~30號,20.6,4房/2廳/2衛,1 /共4層,61.11,28.38,--,5.7萬,350萬
10401(實價),透天厝,嘉義市嘉義市興業西路1~30號,39.2,4房/1廳/1衛,1 /共3層,50.33,13.92,--,17.5萬,880萬
10401(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,10.2,3房/2廳/2衛,7 /共14層,55.55,11.43,--,9.5萬,530萬
10401(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.4,4房/3廳/5衛,1 /共3層,64.47,42.6,--,16.4萬,1059萬
10401(實價),透天厝,嘉義市嘉義市永樂五街1~30號,1.1,5房/2廳/5衛,1 /共4層,82.55,32.97,--,21.8萬,1800萬
10401(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.4,2房/1廳/1衛,11 /共18層,25.08,1.88,--,10.8萬,270萬
10401(實價),公寓,嘉義市嘉義市忠孝路301~330號,26.2,4房/2廳/2衛,3 /共5層,45.73,13.18,--,8萬,368萬
10401(實價),透天厝,嘉義市嘉義市文心街178巷1~30號,8.1,5房/2廳/4衛,1 /共4層,85.76,53.08,--,16萬,1370萬
10401(實價),透天厝,嘉義市嘉義市友愛路181~210號,34.1,3房/2廳/2衛,1 /共3層,78.91,31.16,--,35.5萬,2800萬
10401(實價),華廈(含車位),嘉義市嘉義市大同路481~510號,20.4,4房/2廳/3衛,3 /共8層,66.16,9.77,--,9.1萬,600萬
10401(實價),純土地,東川段31~60地號,--,0房/0廳/0衛,0 /共0層,--,80.16,--,18.5萬,1480萬
10401(實價),透天厝(含車位),嘉義市嘉義市日新街55巷1~30號,26,4房/2廳/3衛,1 /共2層,35.3,36.6,--,22.7萬,800萬
10401(實價),透天厝,嘉義市嘉義市荖藤里3鄰荖藤宅31~60號,32.7,3房/2廳/2衛,1 /共2層,32.29,29.95,--,13.9萬,450萬
10401(實價),純土地,頂庄段451~480地號,--,0房/0廳/0衛,0 /共0層,--,24.2,--,9.4萬,228萬
10401(實價),純土地,同興段751~780地號,--,0房/0廳/0衛,0 /共0層,--,17.98,--,9.7萬,175萬
10401(實價),純土地,同興段751~780地號,--,0房/0廳/0衛,0 /共0層,--,5.69,--,9.7萬,55萬
10401(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.4,3房/2廳/2衛,9 /共19層,36.5,2.89,--,6.8萬,250萬
10401(實價),透天厝,嘉義市嘉義市吳鳳南路621巷1~30號,37.8,3房/2廳/2衛,1 /共2層,31.13,25.71,--,13.8萬,430萬
10401(實價),華廈,嘉義市嘉義市嘉北街12巷31~60號,24.3,2房/1廳/1衛,7 /共7層,25.78,2.77,--,7.7萬,199萬
10401(實價),華廈(含車位),嘉義市嘉義市大同路481~510號,20.4,3房/2廳/3衛,2 /共8層,66.16,9.77,--,9.1萬,600萬
10401(實價),套房,嘉義市嘉義市小雅路181~210號,21.6,1房/1廳/1衛,10 /共16層,14.01,1.66,--,6.3萬,88萬
10401(實價),公寓,嘉義市嘉義市上海路91~120號,30.9,3房/2廳/2衛,3 /共5層,26.94,10.22,--,7萬,188萬
10401(實價),住宅大樓,嘉義市嘉義市博東路151~180號,16.8,3房/1廳/2衛,8 /共22層,36.18,4.38,--,8.5萬,306萬
10401(實價),純土地,溪東段361~390地號,--,0房/0廳/0衛,0 /共0層,--,666.07,--,2.5萬,1632萬
10401(實價),店面(店鋪),嘉義市嘉義市文化路91~120號,58.8,0房/0廳/0衛,1 /共2層,32.07,20.87,--,103.8萬,3328萬
10401(實價),透天厝,嘉義市嘉義市忠孝路541~570號,10,2房/2廳/4衛,1 /共4層,60.89,21.18,--,22萬,1338萬
10401(實價),透天厝,嘉義市嘉義市撫順一街31~60號,40.3,3房/1廳/1衛,1 /共2層,9.18,10.99,--,10.9萬,100萬
10401(實價),套房,嘉義市嘉義市建成街151~180號,23.5,1房/0廳/1衛,2 /共6層,16.53,3.39,--,6萬,100萬
10401(實價),住宅大樓,嘉義市嘉義市林森東路721~750號,11.8,3房/2廳/2衛,5 /共13層,52.97,13.11,--,7.9萬,420萬
10401(實價),透天厝,嘉義市嘉義市忠孝北街141巷6弄1~30號,6.8,3房/2廳/2衛,1 /共3層,24,20.61,--,9.8萬,235萬
10401(實價),透天厝,嘉義市嘉義市世賢路二段151~180號,4,5房/2廳/4衛,1 /共4層,72.48,28.13,--,19.3萬,1398萬
10401(實價),透天厝,嘉義市嘉義市林森東路321巷11弄1~30號,31.9,4房/1廳/3衛,1 /共2層,35.47,28.44,--,15.5萬,550萬
